Company Name,Country,Website Link
ï»¿Manufacture Name,Country,https://www.cbp.gov/trade/rulings/informed-compliance-publications/marking-country-origin-us-imports
DSM Nutritional Products Asia Pacific,Singapore,https://www.dsm-firmenich.com/en/businesses/health-nutrition-care/news/press-releases/archive/dsm/2019/dsm-nutritional-products-appoints-new-leadership-in-asia-pacific.html
Mead Johnson Nutrition Asia Pacific Pte Ltd,Singapore,https://www.meadjohnson.com/
Takasago International Singapore Pte Ltd,Singapore,https://www.takasago.com/en/sustainability/area/report/singapore.html
Wyeth Nutritionals Singapore Pte Ltd,Singapore,https://www.wyethnutrition.com/
Glico Asia Pacific Pte Ltd,Singapore,https://www.glico.com/sg/
Asia Chemical Corporation ACC Pte Ltd,Singapore,https://www.asia-chemical.com/
DSM Singapore Industrial Pte Ltd,Singapore,https://our-company.dsm-firmenich.com/en/our-company.html
Adisseo Asia Pacific Pte Ltd,Singapore,https://www.adisseo.com/en/contact-us/
DSM Nutritional Products Asia,Singapore,https://www.dsm-firmenich.com/en/businesses/health-nutrition-care/news/press-releases/archive/dsm/2019/dsm-nutritional-products-appoints-new-leadership-in-asia-pacific.html
Nov Apharma Pte Ltd,Singapore,https://pmc.ncbi.nlm.nih.gov/articles/PMC6223344/
CP Meiji Co Ltd,Thailand,https://www.cpmeiji.com/en/about
Betagen Co Ltd,Thailand,https://www.betagen.co.th/foreign
Procter & Gamble Manufacturing,Thailand,https://us.pg.com/
Procter & Gamble Manufacturing Thailand Ltd,Thailand,https://us.pg.com/
Kemin Industries Asia Pte Ltd,Singapore,https://www.kemin.com/ap/en/home
Performance Labs Pte Ltd,Singapore,https://sg.linkedin.com/company/performance-labs-pte-ltd
Pacific Ng Pte Ltd,Singapore,https://pubmed.ncbi.nlm.nih.gov/39586972/
Evonik Methionine Sea Pte Ltd,Singapore,https://seaanz.evonik.com/en/company/seaanz/singapore
Evershining Ingredient Co Ltd,Thailand,https://www.dnb.com/business-directory/company-profiles.evershining_ingredient_company_limited.01165fbe52e7f20b03f82a65f94b4998.html
Extra Excellence Manufacturing,Singapore,https://www.eexcel.com.sg/
East Hope Singapore Animal Nutrition Pte Ltd,Singapore,https://www.feedstrategy.com/top-feed-companies/company/east-hope-group
Fitwhey Co Ltd,Thailand,https://fitwhey.com/
Becton Dickinson Holdings,Singapore,https://www.bd.com/en-sea
Megamart Co Ltd,Thailand,https://megamart-usa.com/
New Hope Singapore Premix Pte Ltd,Singapore,https://sg.linkedin.com/company/new-hope-singapore-pte-ltd
Biomerieux Asia Pacific Pte Ltd,Singapore,https://www.biomerieux.com/corp/en/biomerieux-local-websites.html
Desipro Pte Ltd,Singapore,https://www.dnb.com/business-directory/company-profiles.desipro_pte_ltd.44d770e3518a8b1ebe3690955d40df04.html
Mega Lifesciences Public Co Ltd,Thailand,https://www.megawecare.com/
Zagro Singapore Pte Ltd,Singapore,https://www.zagro.com/
Perfect Companion Group Co Ltd,Thailand,https://www.perfectcompanion.com/
NSE Products Inc,Singapore,https://www.anl.gov/
Trouw Nutrition Thailand Ltd,Thailand,https://www.trouwnutrition.com/en/
Alltech Biotechnology Corporation Ltd,Thailand,https://www.alltech.com/about/locations/thailand
Sappe Public Co Ltd,Thailand,https://www.sappe.com/en/home-en/
Arden Marketing Pte Ltd,Singapore,https://www.ardenmktg.com/
Life Technologies Holdings Pte Ltd,Singapore,https://www.thermofisher.com/sg/en/website-overview/thermo-scientific-information.html
Vet Superior Consultant Co Ltd,Thailand,http://www.vscthailand.com/dr-petz-liv-von/
Bangkok Ruamkarnkra Co Ltd,Thailand,https://en.52wmb.com/supplier/64419227
Eppen Asia Pte Ltd,Singapore,https://www.dnb.com/business-directory/company-profiles.eppen_asia_pte_ltd.316f9606f7accb1b89ed37c30772d107.html
Procter & Gamble International Operations SA Singapore Branch,Singapore,https://us.pg.com/
Zinpro Animal Nutrition Thailand Inc,Thailand,https://www.zinpro.com/
A J Plast Public Co Ltd,Thailand,https://www.ajplast.co.th/
Danone Specialized Nutrition Thailand Co Ltd,Thailand,https://www.bcorporation.net/en-us/find-a-b-corp/company/danone-specialized-nutrition-thailand-co-ltd
Nutristar Asia Pte Ltd,Singapore,https://www.groupe-ccpa.com/en/our-locations
T C Pharmaceutical Industries Co Ltd,Thailand,https://www.tcp.com/en/home
Wilmar Trading Pte Ltd,Singapore,https://www.wilmar-international.com/
Global Life Sciences Solutions Singapore Pte Ltd,Singapore,https://www.globelifesciences.com/
SPF Diana Thailand Co Ltd,Thailand,https://www.marin-trust.com/sites/marintrust/files/2023-02/MTCOC132%20SPF%20Diana%20%28Thailand%29%20Co.%20Ltd%20Certificate%202023-2026..pdf
Yesir Creative YC Bio Pte Ltd,Singapore,https://freshdi.com/supplier/YESIR-CREATIVE-YC-BIO-PTE-LTD
Thai Lotte Co Ltd,Thailand,https://www.lottehotel.com/global/en.html
Amphi Pte Ltd,Singapore,https://www.facebook.com/p/AMPHI-Pte-Ltd-100054338419335/
Penta Impex Co Ltd,Thailand,http://www.pentaimpex.com/
Stemcell Technologies Singapore Pte Ltd,Singapore,https://www.stemcell.com/locations/asia/singapore
RMP Nagamochi Technology Japan Co Ltd,Singapore,https://www.rmptech.co.jp/en/
Numega Nutrition Pte Ltd,Singapore,https://www.facebook.com/numegagroup/
Stern Ingredients Asia Pacific Pte Ltd,Singapore,https://sterningredients.com.sg/
Singapore Epson Industrial Pte Ltd,Singapore,https://www.epson-plating.com.sg/page/
Ampol Food Processing Ltd,Thailand,https://www.dnb.com/business-directory/company-profiles.ampol_food_processing_limited.699cc36f9ca47b5781242119e3b2a840.html
Thai Inaba Foods Co Ltd,Thailand,https://inaba-ciao.com/
Romer Labs Singapore Pte Ltd,Singapore,https://www.romerlabs.com/en/contact
Osotspa Public Co Ltd,Thailand,https://www.osotspa.com/
Thai World Import & Export Co Ltd,Thailand,https://1266-th.all.biz/
Unicity Marketing Thailand Co Ltd,Thailand,https://www.unicity.com/tha/?lang=en
Unicord Public Co Ltd,Thailand,https://www.dnb.com/business-directory/company-profiles.unicord_public_company_limited.bd01c312b1215163716214606994c933.html
S I P Siam Inter Pacific Co Ltd,Thailand,https://www.petsglobal.com/website/44662/ComProfile.html
Asian Chemical Co Ltd,Thailand,https://www.mcgc.com/english/
Able Dairies Sdn Bhd,Malaysia,https://www.abledairies.com/
Anbros Industries International Pte Ltd,Singapore,https://sg.linkedin.com/company/anbros-industries-s-pte-ltd
Interfood Singapore Pte Ltd,Singapore,https://www.interfood.com/en/
Custom Food Ingredients Sdn Bhd,Malaysia,https://rspo.org/members/4-0803-16-000-00/
Lacto Asia Pte Ltd,Singapore,https://lacto.com.sg/
Suncolette Pte Ltd,Singapore,https://panjiva.com/sitemap/supplier_country_detail/south2525252520korea/116/98
Unifood International S Pte Ltd,Singapore,https://sg.linkedin.com/company/unifood-international
Olam International,Singapore,https://www.olamgroup.com/
Fonterra Ingredients Ltd,Malaysia,https://www.fonterra.com/nz/en.html
Ammerland Asia Pacific Pte Ltd,Singapore,https://molkerei-ammerland.com/en-cn
Donone Asia Pacific Holding Pte Ltd,Singapore,https://www.danone.com/
Fitson Sdn Bhd,Malaysia,https://www.fitson.com/
Danone Asia Pacific Holdings Pte Ltd,Singapore,https://www.danone.com/
Fonterra Brands Malaysia Sdn Bhd,Malaysia,https://www.fonterra.com/sea/en.html
S & P Industries Sdn Bhd,Malaysia,https://www.linkedin.com/company/spfood
Pro Active Synergy Sdn Bhd,Malaysia,https://www.emis.com/php/company-profile/MY/Pro_Active_Synergy_Sdn_Bhd_en_6704452.html
Kerry Ingredients M Sdn Bhd,Malaysia,https://www.kerry.com/
Gogoco Holding Sdn Bhd,Malaysia,https://gogoco.com.my/
Flavo Blitz Sdn Bhd,Malaysia,https://www.exporthub.com/flavo-blitz-sdn-bhd/verify-company.html
T T I Co Ltd,Vietnam,https://www.ttigroup.com/
Binh Nguyen Xanh Import & Export Co Ltd,Vietnam,https://www.accessdata.fda.gov/cms_ia/importalert_49.html
Nam Long Co Ltd,Vietnam,https://www.namlongvn.com/stock/
Alltech Vietnam,Vietnam,https://www.alltech.com/about/locations/vietnam
Branch of Nguyen Sinh Tea Co Ltd,Vietnam,https://www.her86m2.com/
Ssoe Phu Tho Tea Co Ltd,Vietnam,https://www.volza.com/company-profile/ssoe-phu-tho-tea-company-limited-1226745/
Dong Tay Connections Co Ltd,Vietnam,https://evisa.gov.vn/
Cafe Outspan Vietnam Ltd,Vietnam,https://www.adb.org/projects/documents/vie-51139-001-iee
Vietnam Foods Corporation,Vietnam,http://www.fsis.usda.gov/recalls-alerts/ct-produce-wholesale-inc--dba-lv-food-supply-recalls-ineligible-frozen-dried
Hiep Long Ha Noi Foods JSC,Vietnam,https://www.dnb.com/business-directory/company-profiles.hiep_long_-_ha_noi_foods_joint_stock_company_-_business_location.a4d8becbb96c0ce26b6084a0cbd622fa.html
Jelly Belly Candy Company,Thailand,https://www.jellybelly.com/
Thai Glico Co Ltd,Thailand,https://www.glico.com/global/
Orchid Plus Co Ltd,Thailand,https://www.thaiairways.com/en_TH/rop/index.page
Dmitry Fedorov Thailand Co Ltd,Thailand,https://www.dmitry-fedorov.com/en/
Ingredion Thailand Company,Thailand,https://www.ingredion.com/na/en-us.html
Boonprasert Confectionery Co Ltd,Thailand,https://5489-th.all.biz/
Coco Blues Thailand Co Ltd,Thailand,https://5849-th.all.biz/
Mingjeaw LP,Thailand,
Promp Plus Co Ltd,Thailand,https://www.jetblue.com/
DHL Supply Chain Singapore Pte Ltd,Singapore,https://www.dhl.com/sg-en/home/supply-chain.html
Quantum Technologies Global Pte Ltd,Singapore,https://quantumsg.com/
Elizabeth Arden Sea Pte Ltd,Singapore,https://www.elizabetharden.sg/
Kato Manufacturing M Sdn Bhd,Malaysia,https://www.dnb.com/business-directory/company-profiles.kato_manufacturing_(malaysia)_sdn_bhd.f263f89322bd712418a3450ca8d8eb9a.html
Rousselot,Malaysia,https://www.darlingii.com/rousselot
Kato Manufacturing Malaysia Sdn Bhd,Malaysia,https://www.dnb.com/business-directory/company-profiles.kato_manufacturing_(malaysia)_sdn_bhd.f263f89322bd712418a3450ca8d8eb9a.html
M S Rousselot M Sdn Bhd,Malaysia,https://www.darlingii.com/
Rousselot M Sdn Bhd,Malaysia,https://www.darlingii.com/rousselot
Empire International Sdn Bhd,Malaysia,https://www.dnb.com/business-directory/company-profiles.empire_international_sdn_bhd.8555ca23eaa77c66ee88a997ef3e1165.html
Food Excellence Specialist Sdn Bhd,Malaysia,https://www.foodexcellence.com.my/
Vitahealth Malaysia Sdn Bhd,Malaysia,https://www.vitahealth.com.my/
Mr Lee Chan Hui,Malaysia,https://pmc.ncbi.nlm.nih.gov/articles/PMC7169165/
Elegant World M Sdn Bhd,Malaysia,https://www.emis.com/php/company-profile/MY/Elegant_World__M__SdnBhd_en_2470276.html
Focus Network Agencies S Pte Ltd,Singapore,https://fnagroup.com.sg/
Perfetti Van Melle Vietnam,Vietnam,https://www.perfettivanmelle.com/
Symrise Asia Pacific Pte Ltd,Singapore,https://www.symrise.com/
Kaimay Trading Pte Ltd,Singapore,https://kaimay.com.sg/
Haribo Asia Pacific Pte Ltd,Singapore,https://sg.linkedin.com/company/haribo-singapore
Givaudan Singapore Pte Ltd,Singapore,https://www.givaudan.com/
Max Coatings Sdn Bhd,Malaysia,https://www.max.com/
International Flavors & Fragrances Greater Asia Pte Ltd,Singapore,https://www.iff.com/
Mondelez International AMEA Pte Ltd,Singapore,https://www.mondelezinternational.com/AMEA/
LB Food Sdn Bhd,Malaysia,https://www.hirofood.com/product/LB/LB-316.html
YLF Food Industries M Sdn Bhd,Malaysia,https://www.ylfgroup.com/mobile/home
Khee San Food Industries Sdn Bhd,Malaysia,https://kheesanbhd.com/
Annam Distribution Pte Ltd,Singapore,https://annam-group.com/
Bel Vietnam,Vietnam,https://mission-bbq.com/
Nicko Jeep Manufacture Sdn Bhd,Malaysia,https://www.candy.com.my/
CTY IPP Group S Pte Ltd,Singapore,https://www.jera.co.jp/en/corporate/about/com_outline/group
Art Tango Confectionery Co Ltd,Vietnam,https://freshdi.com/supplier/Art-Tango-Confectionery-Co-Ltd-
Pepper Sion Pte Ltd,Singapore,https://peppersion.com.sg/
Inova Pharmaceuticals Singapore Pte Ltd,Singapore,https://inovapharma.com/
L'Oreal Singapore Pte Ltd,Singapore,https://www.loreal.com/en/singapore/
Aalst Chocolate Pte Ltd,Singapore,https://www.aalstchocolate.com/
Yan Sheung Malaysia Sdn Bhd,Malaysia,https://gather.tracegains.com/market/supplier/1d381e94-87c8-40d5-8c14-75fa53476270
M Sugar LP,Thailand,https://pmc.ncbi.nlm.nih.gov/articles/PMC10610093/
Firmenich Asia Pvt Ltd,Singapore,https://www.dsm-firmenich.com/en/home.html
Ace Synergy International Pte Ltd,Singapore,https://www.acesynergy.com.sg/
Cocon Food Industries Sdn Bhd,Malaysia,https://www.cocon.com.my/
International Flavors and Fragrances (Singapore),Singapore,https://www.iff.com/
Purac Asia Pacific Pte Ltd,Singapore,https://www.corbion.com/-/media/corbion/files/legal/general-terms-and-conditions-of-sale/2023/singapore--corbion-general-terms-and-conditions-of-sale-july-2023--english.pdf
Bel Vietnam Co Ltd,Vietnam,https://www.groupe-bel.com/en/group/a-pioneer-in-international-markets/
Rinda Food Industries Sdn Bhd,Malaysia,https://www.emis.com/php/company-profile/MY/Rinda_Food_Industries_Sdn_Bhd_en_4192182.html
SASCO,Vietnam,https://airportdimensions.com/news-and-insights/airport-dimensions-sasco-partnership
United Foods Public Co Ltd,Thailand,https://www.unitedfoods.co.th/
Tango Candy Co Ltd Long An Branch,Vietnam,https://www.tangocard.com/reward-catalog
Global Point Foods Industries Sdn Bhd,Malaysia,https://www.cargill.com/
Ferrero Asia Pacific Pte Ltd,Singapore,https://www.ferrero.com/int/en/
Cong Ty TNHH Gojo Paper Vietnam,Vietnam,https://www.gojo.co.jp/en/company/global/vietnam
Tan King Sun One Member Co Ltd,Vietnam,https://www.kingsunct.com/
Long Hung Phat Trading Service Co Ltd,Vietnam,https://downloads.regulations.gov/USTR-2020-0036-0078/attachment_1.pdf
Comfort Dynasty Inc,Vietnam,https://asiacafe.org/
Jongkol Products Co Ltd,Thailand,https://www.importgenius.com/india/importers/sree-sathyam-international
Jelly Belly Candy Company TH Ltd,Thailand,https://www.jellybelly.com/
Tropical Fruits Fusion Co Ltd,Thailand,https://tropicalfruitsfusion.com/
Jebelly Candy Company Thailand Ltd,Thailand,https://icecreamjubilee.com/
